teamInnings,Batting Position,Batsman Name,Dismissal,Runs,Balls,M,4s,6s,Strike Rate,Match id
Netherlands,5,Tom de Grooth,lbw b Varaiya,8,24,-,0,0,33.33,2956
Netherlands,6,Peter Borren (c),c Obanda b Ngoche,1,4,-,0,0,25.00,2956
Netherlands,7,Tim Gruijters,run out (CO Obuya),6,18,-,0,0,33.33,2956
Netherlands,8,Mudassar Bukhari,c Varaiya b Otieno,6,22,-,0,0,27.27,2956
Netherlands,9,Atse Buurman †,c Varaiya b NM Odhiambo,9,14,-,1,0,64.28,2956
Netherlands,10,Mark Jonkman,b NN Odhiambo,8,5,-,2,0,160.00,2956
Netherlands,11,Pieter Seelaar,not out,6,2,-,1,0,300.00,2956
Kenya,1,David Obuya,c de Grooth b Borren,32,30,-,4,1,106.66,2956
Kenya,2,Rakep Patel,st †Buurman b Seelaar,92,98,-,9,2,93.87,2956
Kenya,3,Alex Obanda,b ten Doeschate,61,54,-,4,3,112.96,2956
Kenya,4,Morris Ouma (c)†,not out,12,20,-,2,0,60.00,2956
Kenya,5,Collins Obuya,c †Buurman b Jonkman,7,4,-,1,0,175.00,2956
Kenya,6,Jimmy Kamande,not out,6,3,-,0,1,200.00,2956
Afghanistan,1,Noor Ali Zadran,c Usman Limbada b Khurram Chohan,114,127,-,10,2,89.76,2957
Afghanistan,2,Karim Sadiq,c Rizwan Cheema b Khurram Chohan,0,6,-,0,0,0.00,2957
Afghanistan,3,Mohammad Shahzad †,c Patel b Khurram Chohan,118,121,-,11,2,97.52,2957
Afghanistan,4,Nawroz Mangal (c),c Usman Limbada b Baidwan,32,29,-,1,2,110.34,2957
Afghanistan,5,Asghar Afghan,c Jyoti b Khurram Chohan,6,7,-,0,0,85.71,2957
Afghanistan,6,Raees Ahmadzai,not out,6,7,-,0,0,85.71,2957
Afghanistan,7,Mohammad Nabi,c Rizwan Cheema b Baidwan,8,5,-,1,0,160.00,2957
Canada,1,Trevin Bastiampillai,lbw b Samiullah Shinwari,33,26,-,6,0,126.92,2957
Canada,2,Rizwan Cheema,b Samiullah Shinwari,61,35,-,11,2,174.28,2957
Canada,3,Hiral Patel,b Mohammad Nabi,3,7,-,0,0,42.85,2957
Canada,4,Ashish Bagai (c)†,not out,91,99,-,5,0,91.91,2957
Canada,5,Sandeep Jyoti,lbw b Samiullah Shinwari,1,11,-,0,0,9.09,2957
Canada,6,Sunil Dhaniram,b Mohammad Nabi,56,70,-,3,1,80.00,2957
Canada,7,Usman Limbada,c Mohammad Nabi b Samiullah Shinwari,12,26,-,0,0,46.15,2957
Canada,8,Umar Bhatti,run out (sub [Shafiqullah]),3,14,-,0,0,21.42,2957
Canada,9,Khurram Chohan,run out (Aftab Alam/†Mohammad Shahzad),8,12,-,0,0,66.66,2957
Netherlands,1,Alexei Kervezee,c †Ouma b NN Odhiambo,6,18,-,1,0,33.33,2958
Netherlands,2,Eric Szwarczynski,c †Ouma b Otieno,23,36,-,3,0,63.88,2958
Netherlands,3,Bas Zuiderent,lbw b Ngoche,56,88,-,6,1,63.63,2958
Netherlands,4,Ryan ten Doeschate,lbw b Varaiya,9,15,-,1,0,60.00,2958
Netherlands,5,Peter Borren (c),run out (Kamande),17,25,-,1,1,68.00,2958
Netherlands,6,Tom de Grooth,lbw b NN Odhiambo,9,23,-,0,0,39.13,2958
Netherlands,7,Tim Gruijters,st †Ouma b Varaiya,29,43,-,1,2,67.44,2958
Netherlands,8,Mudassar Bukhari,c †Ouma b NN Odhiambo,0,2,-,0,0,0.00,2958
Netherlands,9,Atse Buurman †,not out,30,32,-,4,0,93.75,2958
Netherlands,10,Mark Jonkman,st †Ouma b Varaiya,2,7,-,0,0,28.57,2958
Netherlands,11,Pieter Seelaar,c Obanda b Varaiya,0,3,-,0,0,0.00,2958
Kenya,1,David Obuya,c †Buurman b Mudassar Bukhari,0,3,-,0,0,0.00,2958
Kenya,2,Rakep Patel,c Kervezee b Mudassar Bukhari,6,12,-,1,0,50.00,2958
Kenya,3,Alex Obanda,b Jonkman,15,16,-,3,0,93.75,2958
Kenya,4,Morris Ouma (c)†,lbw b Mudassar Bukhari,3,11,-,0,0,27.27,2958
Kenya,5,Collins Obuya,c Kervezee b Seelaar,21,38,-,2,0,55.26,2958
Kenya,6,Jimmy Kamande,c Mudassar Bukhari b ten Doeschate,42,73,-,3,1,57.53,2958
Kenya,7,Nehemiah Odhiambo,c †Buurman b Borren,19,22,-,3,0,86.36,2958
Kenya,8,Shem Ngoche,b Borren,0,1,-,0,0,0.00,2958
Kenya,9,Hiren Varaiya,c Gruijters b Jonkman,3,9,-,0,0,33.33,2958
Kenya,10,Nelson Odhiambo,lbw b Jonkman,1,8,-,0,0,12.50,2958
Kenya,11,Elijah Otieno,not out,0,0,-,0,0,-,2958
Afghanistan,1,Karim Sadiq,b Baidwan,4,8,-,1,0,50.00,2959
Afghanistan,2,Shafiqullah,c Jyoti b Khurram Chohan,0,3,-,0,0,0.00,2959
Afghanistan,3,Mohammad Shahzad †,c Bhatti b Khurram Chohan,0,2,-,0,0,0.00,2959
Afghanistan,4,Nawroz Mangal (c),c †Bagai b Khurram Chohan,15,18,-,3,0,83.33,2959
Afghanistan,5,Asghar Afghan,b Rizwan Cheema,33,70,-,3,0,47.14,2959
Afghanistan,6,Shabir Noori,c †Bagai b Khurram Chohan,9,11,-,2,0,81.81,2959
Afghanistan,7,Raees Ahmadzai,b Rizwan Cheema,37,67,-,3,0,55.22,2959
Afghanistan,8,Mohammad Nabi,c Rizwan Cheema b Bhatti,62,57,-,3,5,108.77,2959
Afghanistan,9,Samiullah Shinwari,run out (Kumar),4,10,-,0,0,40.00,2959
Afghanistan,10,Shapoor Zadran,lbw b Bhatti,0,3,-,0,0,0.00,2959
Afghanistan,11,Aftab Alam,not out,6,10,-,1,0,60.00,2959
Canada,1,Trevin Bastiampillai,c †Mohammad Shahzad b Shapoor Zadran,18,32,-,3,0,56.25,2959
Canada,2,Rizwan Cheema,b Karim Sadiq,8,8,-,1,0,100.00,2959
Canada,3,Sandeep Jyoti,b Aftab Alam,38,74,-,1,0,51.35,2959
Canada,4,Ashish Bagai (c)†,lbw b Karim Sadiq,52,59,-,6,0,88.13,2959
Canada,5,Sunil Dhaniram,c & b Mohammad Nabi,8,16,-,1,0,50.00,2959
Canada,6,Usman Limbada,not out,14,24,-,2,0,58.33,2959
Canada,7,Umar Bhatti,b Mohammad Nabi,0,4,-,0,0,0.00,2959
Canada,8,Jawad Dawood,not out,25,19,-,2,2,131.57,2959
Australia,1,Shane Watson,c Smith b Sammy,51,51,-,3,3,100.00,2960
Australia,2,Brad Haddin †,b Pollard,32,42,-,1,2,76.19,2960
Australia,3,Ricky Ponting (c),c †Ramdin b Pollard,61,55,-,3,1,110.90,2960
Australia,4,Michael Clarke,c Deonarine b Rampaul,47,58,-,0,1,81.03,2960
Australia,5,Cameron White,c †Ramdin b Rampaul,22,33,-,1,0,66.66,2960
Australia,6,Adam Voges,not out,45,36,-,3,1,125.00,2960
Australia,7,James Hopes,not out,57,26,-,10,0,219.23,2960
West Indies,1,Chris Gayle (c),c Clarke b Bollinger,14,5,-,0,2,280.00,2960
West Indies,2,Travis Dowlin,lbw b Bollinger,0,1,-,0,0,0.00,2960
West Indies,3,Narsingh Deonarine,b Harris,4,14,-,0,0,28.57,2960
West Indies,4,Kieron Pollard,c Smith b Hopes,45,51,-,4,2,88.23,2960
West Indies,5,Wavell Hinds,c Smith b Harris,5,13,-,0,0,38.46,2960
West Indies,6,Lendl Simmons,c Clarke b Bollinger,29,44,-,4,0,65.90,2960
West Indies,7,Dwayne Smith,run out (Clarke),21,21,-,2,1,100.00,2960
West Indies,8,Denesh Ramdin †,lbw b Smith,3,4,-,0,0,75.00,2960
West Indies,9,Daren Sammy,not out,47,41,-,3,3,114.63,2960
West Indies,10,Nikita Miller,c Clarke b McKay,22,20,-,1,0,110.00,2960
West Indies,11,Ravi Rampaul,st †Haddin b Smith,4,7,-,0,0,57.14,2960
India,1,Virender Sehwag,run out (Langeveldt),46,37,-,6,2,124.32,2961
India,2,Sachin Tendulkar,run out (Gibbs/Parnell),4,5,-,1,0,80.00,2961
India,3,Dinesh Karthik,c Petersen b Langeveldt,44,56,-,5,1,78.57,2961
India,4,MS Dhoni (c)†,c Morkel b Kallis,26,29,-,2,0,89.65,2961
India,5,Virat Kohli,c Gibbs b Morkel,31,46,-,1,0,67.39,2961
India,6,Suresh Raina,c †Boucher b Kallis,58,63,-,6,1,92.06,2961
India,7,Yusuf Pathan,c Kallis b Parnell,18,13,-,2,1,138.46,2961
India,8,Ravindra Jadeja,c †Boucher b Kallis,22,20,-,1,0,110.00,2961
India,9,Praveen Kumar,run out (de Villiers/Langeveldt),13,14,-,0,0,92.85,2961
India,10,Ashish Nehra,not out,16,17,-,1,1,94.11,2961
India,11,Sreesanth,not out,0,0,-,0,0,-,2961
South Africa,1,Loots Bosman,b Kumar,29,23,-,4,0,126.08,2961
South Africa,2,Herschelle Gibbs,c Kohli b Jadeja,27,40,-,3,1,67.50,2961
South Africa,3,Jacques Kallis (c),b Sreesanth,89,97,-,6,1,91.75,2961
South Africa,4,AB de Villiers,b Jadeja,25,23,-,4,0,108.69,2961
South Africa,5,Alviro Petersen,run out (Sreesanth/†Dhoni),9,21,-,0,0,42.85,2961
South Africa,6,Albie Morkel,lbw b Nehra,2,8,-,0,0,25.00,2961
South Africa,7,Mark Boucher †,c †Dhoni b Sreesanth,5,9,-,0,0,55.55,2961
South Africa,8,Johan Botha,lbw b Pathan,10,11,-,1,0,90.90,2961
South Africa,9,Wayne Parnell,run out (Sreesanth/†Dhoni),49,47,-,4,1,104.25,2961
South Africa,10,Dale Steyn,b Kumar,35,19,-,1,3,184.21,2961
South Africa,11,Charl Langeveldt,not out,4,2,-,0,0,200.00,2961
India,1,Virender Sehwag,c Steyn b Parnell,9,11,15,1,0,81.81,2962
India,2,Sachin Tendulkar,not out,200,147,226,25,3,136.05,2962
India,3,Dinesh Karthik,c Gibbs b Parnell,79,85,124,4,3,92.94,2962
India,4,Yusuf Pathan,c de Villiers b van der Merwe,36,23,47,4,2,156.52,2962
India,5,MS Dhoni (c)†,not out,68,35,37,7,4,194.28,2962
South Africa,1,Hashim Amla,c Nehra b Sreesanth,34,22,41,7,0,154.54,2962
South Africa,2,Herschelle Gibbs,b Kumar,7,8,12,1,0,87.50,2962
South Africa,3,Roelof van der Merwe,c Raina b Sreesanth,12,11,16,1,1,109.09,2962
South Africa,4,Jacques Kallis (c),b Nehra,11,13,28,2,0,84.61,2962
South Africa,5,AB de Villiers,not out,114,101,154,13,2,112.87,2962
South Africa,6,Alviro Petersen,b Jadeja,9,16,18,1,0,56.25,2962
South Africa,7,Jean-Paul Duminy,lbw b Pathan,0,1,2,0,0,0.00,2962
South Africa,8,Mark Boucher †,lbw b Pathan,14,31,29,1,0,45.16,2962
South Africa,9,Wayne Parnell,b Nehra,18,43,53,1,0,41.86,2962
South Africa,10,Dale Steyn,b Sreesanth,0,4,6,0,0,0.00,2962
South Africa,11,Charl Langeveldt,c Nehra b Jadeja,12,11,24,3,0,109.09,2962
South Africa,1,Loots Bosman,c Jadeja b Pathan,68,46,-,7,4,147.82,2963
South Africa,2,Hashim Amla,c Vijay b Jadeja,87,103,-,8,0,84.46,2963
South Africa,3,Jacques Kallis (c),not out,104,94,-,5,3,110.63,2963
South Africa,4,AB de Villiers,not out,102,59,-,11,3,172.88,2963
India,1,Dinesh Karthik,c Amla b Steyn,11,11,-,2,0,100.00,2963
India,2,Murali Vijay,c †Boucher b Tsotsobe,25,16,-,5,0,156.25,2963
India,3,Virat Kohli,c †Boucher b Steyn,57,71,-,4,1,80.28,2963
India,4,Rohit Sharma,c Tsotsobe b Botha,48,61,-,3,0,78.68,2963
India,5,MS Dhoni (c)†,c †Boucher b Steyn,9,7,-,0,1,128.57,2963
India,6,Suresh Raina,c sub (WD Parnell) b Botha,49,30,-,5,1,163.33,2963
India,7,Yusuf Pathan,c Steyn b Tsotsobe,5,8,-,0,0,62.50,2963
India,8,Ravindra Jadeja,c †Boucher b Tsotsobe,36,35,-,2,1,102.85,2963
India,9,Sreesanth,lbw b van der Merwe,1,3,-,0,0,33.33,2963
India,10,Abhimanyu Mithun,st †Boucher b van der Merwe,24,23,-,0,2,104.34,2963
India,11,Sudeep Tyagi,not out,1,2,-,0,0,50.00,2963
Bangladesh,1,Tamim Iqbal,b Broad,125,120,187,13,3,104.16,2964
Bangladesh,2,Imrul Kayes,c Wright b Bresnan,15,27,40,2,0,55.55,2964
Bangladesh,3,Junaid Siddique,c Kieswetter b Broad,0,2,5,0,0,0.00,2964
Bangladesh,4,Aftab Ahmed,run out (Pietersen),2,5,8,0,0,40.00,2964
Bangladesh,5,Shakib Al Hasan (c),c †Prior b Swann,12,28,37,0,0,42.85,2964
Bangladesh,6,Mushfiqur Rahim †,run out (Pietersen),22,34,33,1,0,64.70,2964
Bangladesh,7,Mahmudullah,c Collingwood b Swann,0,1,1,0,0,0.00,2964
Bangladesh,8,Naeem Islam,c Morgan b Wright,25,31,44,2,0,80.64,2964
Bangladesh,9,Mashrafe Mortaza,lbw b Swann,4,6,5,1,0,66.66,2964
Bangladesh,10,Abdur Razzak,c Cook b Sidebottom,2,10,20,0,0,20.00,2964
Bangladesh,11,Shafiul Islam,not out,11,11,13,2,0,100.00,2964
England,1,Alastair Cook (c),lbw b Naeem Islam,64,68,73,6,0,94.11,2964
England,2,Craig Kieswetter,st †Mushfiqur Rahim b Naeem Islam,19,26,49,3,0,73.07,2964
England,3,Kevin Pietersen,c Junaid Siddique b Shakib Al Hasan,1,5,4,0,0,20.00,2964
England,4,Paul Collingwood,not out,75,100,116,7,0,75.00,2964
England,5,Eoin Morgan,c Aftab Ahmed b Naeem Islam,33,40,60,4,0,82.50,2964
England,6,Matt Prior †,not out,30,37,36,3,0,81.08,2964
Bangladesh,1,Tamim Iqbal,c Cook b Broad,30,25,38,4,0,120.00,2965
Bangladesh,2,Imrul Kayes,c Collingwood b Swann,63,113,127,4,0,55.75,2965
Bangladesh,3,Aftab Ahmed,b Bresnan,4,5,8,0,0,80.00,2965
Bangladesh,4,Mushfiqur Rahim †,c Wright b Bresnan,76,88,125,5,0,86.36,2965
Bangladesh,5,Shakib Al Hasan (c),c & b Swann,14,13,13,2,0,107.69,2965
Bangladesh,6,Mahmudullah,b Bresnan,27,36,51,1,0,75.00,2965
Bangladesh,7,Naeem Islam,not out,18,14,24,2,0,128.57,2965
Bangladesh,8,Sohrawordi Shuvo,not out,14,6,7,1,1,233.33,2965
England,1,Alastair Cook (c),c †Mushfiqur Rahim b Shakib Al Hasan,60,61,101,7,1,98.36,2965
England,2,Craig Kieswetter,c Imrul Kayes b Shafiul Islam,4,2,3,1,0,200.00,2965
England,3,Kevin Pietersen,lbw b Abdur Razzak,18,27,40,2,0,66.66,2965
England,4,Paul Collingwood,lbw b Abdur Razzak,7,17,18,0,0,41.17,2965
England,5,Eoin Morgan,not out,110,104,141,8,2,105.76,2965
England,6,Matt Prior †,lbw b Abdur Razzak,42,58,59,4,0,72.41,2965
England,7,Luke Wright,b Shakib Al Hasan,7,11,15,0,0,63.63,2965
England,8,Tim Bresnan,lbw b Mahmudullah,0,3,3,0,0,0.00,2965
England,9,Graeme Swann,b Shakib Al Hasan,2,3,6,0,0,66.66,2965
England,10,James Tredwell,not out,2,7,16,0,0,28.57,2965
Australia,1,Shane Watson,c Ingram b Oram,45,31,37,7,1,145.16,2966
Australia,2,Brad Haddin †,b Bond,12,16,25,2,0,75.00,2966
Australia,3,Ricky Ponting (c),c Guptill b Franklin,44,56,87,4,0,78.57,2966
Australia,4,Michael Clarke,c †McCullum b Tuffey,22,31,41,3,0,70.96,2966
Australia,5,Cameron White,b Tuffey,33,49,74,3,0,67.34,2966
Australia,6,Michael Hussey,b Bond,59,59,101,4,0,100.00,2966
Australia,7,James Hopes,b Southee,33,42,54,2,0,78.57,2966
Australia,8,Mitchell Johnson,not out,21,11,15,2,1,190.90,2966
Australia,9,Nathan Hauritz,c sub (NL McCullum) b Tuffey,4,5,6,0,0,80.00,2966
Australia,10,Ryan Harris,not out,0,0,2,0,0,-,2966
New Zealand,1,Brendon McCullum †,b Bollinger,45,43,64,7,0,104.65,2966
New Zealand,2,Peter Ingram,c Hussey b Johnson,40,41,48,8,0,97.56,2966
New Zealand,3,Martin Guptill,c Watson b Hopes,9,30,42,1,0,30.00,2966
New Zealand,4,Ross Taylor (c),c Hussey b Watson,70,71,99,6,1,98.59,2966
New Zealand,5,James Franklin,c †Haddin b Hauritz,12,31,46,0,0,38.70,2966
New Zealand,6,Neil Broom,b Bollinger,19,24,35,1,1,79.16,2966
New Zealand,7,Scott Styris,not out,49,34,53,7,1,144.11,2966
New Zealand,8,Daryl Tuffey,b Harris,12,11,18,0,0,109.09,2966
New Zealand,9,Tim Southee,run out (White/Harris),2,3,7,0,0,66.66,2966
New Zealand,10,Shane Bond,not out,11,8,18,2,0,137.50,2966
Zimbabwe,1,Hamilton Masakadza,lbw b Miller,41,45,59,6,0,91.11,2967
Zimbabwe,2,Vusi Sibanda,b Roach,95,162,170,5,1,58.64,2967
Zimbabwe,3,Tatenda Taibu †,lbw b Pollard,56,54,65,5,0,103.70,2967
Zimbabwe,4,Brendan Taylor,run out (Pollard),1,2,3,0,0,50.00,2967
Zimbabwe,5,Elton Chigumbura,c Fletcher b Pollard,27,22,22,1,1,122.72,2967
Zimbabwe,6,Stuart Matsikenyeri,not out,16,14,17,2,0,114.28,2967
Zimbabwe,7,Greg Lamb,not out,2,3,5,0,0,66.66,2967
West Indies,1,Chris Gayle (c),lbw b Lamb,57,66,75,2,3,86.36,2967
West Indies,2,Adrian Barath,b Chigumbura,50,96,95,4,1,52.08,2967
West Indies,3,Shivnarine Chanderpaul,c Chigumbura b SW Masakadza,70,70,109,4,1,100.00,2967
West Indies,4,Andre Fletcher,run out (Cremer/†Taibu),6,12,10,0,0,50.00,2967
West Indies,5,Narsingh Deonarine,run out (†Taibu/Utseya),17,17,16,1,0,100.00,2967
West Indies,6,Kieron Pollard,c Taylor b Utseya,5,14,22,0,0,35.71,2967
West Indies,7,Denesh Ramdin †,b Chigumbura,8,16,30,0,0,50.00,2967
West Indies,8,Dwayne Smith,b SW Masakadza,4,5,11,1,0,80.00,2967
West Indies,9,Nikita Miller,not out,12,4,11,1,1,300.00,2967
West Indies,10,Sulieman Benn,c Cremer b SW Masakadza,0,1,1,0,0,0.00,2967
West Indies,11,Kemar Roach,not out,1,1,2,0,0,100.00,2967
England,1,Alastair Cook (c),c †Mushfiqur Rahim b Shakib Al Hasan,32,43,47,3,0,74.41,2968
England,2,Craig Kieswetter,b Abdur Razzak,107,123,172,9,3,86.99,2968
England,3,Kevin Pietersen,lbw b Abdur Razzak,22,36,33,1,1,61.11,2968
England,4,Paul Collingwood,c Abdur Razzak b Sohrawordi Shuvo,36,53,53,1,0,67.92,2968
England,5,Eoin Morgan,c Tamim Iqbal b Shafiul Islam,36,29,48,4,1,124.13,2968
England,6,Luke Wright,not out,32,13,18,2,2,246.15,2968
England,7,Tim Bresnan,not out,6,3,7,1,0,200.00,2968
Bangladesh,1,Tamim Iqbal,c Bresnan b Shahzad,0,3,2,0,0,0.00,2968
Bangladesh,2,Imrul Kayes,c †Prior b Bresnan,17,30,40,3,0,56.66,2968
Bangladesh,3,Aftab Ahmed,run out (Cook/†Prior),46,60,80,7,0,76.66,2968
Bangladesh,4,Mushfiqur Rahim †,c Bresnan b Swann,40,43,61,2,0,93.02,2968
Bangladesh,5,Shakib Al Hasan (c),lbw b Pietersen,38,38,47,3,0,100.00,2968
Bangladesh,6,Mahmudullah,c Cook b Bresnan,33,54,70,3,0,61.11,2968
Bangladesh,7,Naeem Islam,c Wright b Swann,18,31,31,0,0,58.06,2968
Bangladesh,8,Sohrawordi Shuvo,c Shahzad b Bresnan,11,17,21,1,0,64.70,2968
Bangladesh,9,Abdur Razzak,not out,17,18,25,1,1,94.44,2968
Bangladesh,10,Shafiul Islam,c †Prior b Bresnan,0,2,2,0,0,0.00,2968
Bangladesh,11,Rubel Hossain,not out,2,4,11,0,0,50.00,2968
Australia,1,Shane Watson,c Guptill b Tuffey,47,48,56,7,1,97.91,2969
Australia,2,Brad Haddin †,c & b Vettori,53,62,94,3,3,85.48,2969
Australia,3,Ricky Ponting (c),c McCullum b Vettori,1,4,7,0,0,25.00,2969
Australia,4,Michael Clarke,c Guptill b Bond,11,26,35,1,0,42.30,2969
Australia,5,Cameron White,c McCullum b Franklin,54,60,82,1,3,90.00,2969
Australia,6,Michael Hussey,c sub (NL McCullum) b Bond,56,63,91,4,1,88.88,2969
Australia,7,James Hopes,run out (†Hopkins/Tuffey),29,24,34,3,0,120.83,2969
Australia,8,Mitchell Johnson,not out,16,13,19,1,0,123.07,2969
New Zealand,1,Brendon McCullum,c †Haddin b Johnson,24,16,20,3,2,150.00,2969
New Zealand,2,Peter Ingram,lbw b Harris,14,24,32,2,0,58.33,2969
New Zealand,3,Martin Guptill,c †Haddin b Watson,18,34,53,2,1,52.94,2969
New Zealand,4,Neil Broom,lbw b Harris,0,1,1,0,0,0.00,2969
New Zealand,5,James Franklin,c †Haddin b Johnson,2,4,10,0,0,50.00,2969
New Zealand,6,Scott Styris,c Ponting b Hauritz,46,58,64,4,0,79.31,2969
New Zealand,7,Gareth Hopkins †,c Bollinger b Watson,35,39,62,3,0,89.74,2969
New Zealand,8,Daniel Vettori (c),b Harris,70,49,79,8,2,142.85,2969
New Zealand,9,Daryl Tuffey,c White b Johnson,20,16,18,3,0,125.00,2969
New Zealand,10,Shane Bond,b Johnson,6,12,17,1,0,50.00,2969
New Zealand,11,Tim Southee,not out,4,8,15,0,0,50.00,2969
Zimbabwe,1,Hamilton Masakadza,c Miller b Roach,14,24,28,3,0,58.33,2970
Zimbabwe,2,Vusi Sibanda,run out (Roach),5,3,3,1,0,166.66,2970
Zimbabwe,3,Brendan Taylor,lbw b Gayle,47,66,70,4,1,71.21,2970
Zimbabwe,4,Tatenda Taibu †,c Chanderpaul b Miller,31,46,59,2,0,67.39,2970
Zimbabwe,5,Stuart Matsikenyeri,c Gayle b Miller,2,11,8,0,0,18.18,2970
Zimbabwe,6,Greg Lamb,c & b Miller,23,48,62,1,0,47.91,2970
Zimbabwe,7,Elton Chigumbura,c Deonarine b Roach,50,72,59,5,0,69.44,2970
Zimbabwe,8,Graeme Cremer,b Miller,17,17,13,1,1,100.00,2970
Zimbabwe,9,Prosper Utseya (c),not out,6,8,16,0,0,75.00,2970
Zimbabwe,10,Ray Price,b Roach,0,2,2,0,0,0.00,2970
Zimbabwe,11,Chris Mpofu,run out (Gayle/†Fletcher),0,2,2,0,0,0.00,2970
West Indies,1,Chris Gayle (c),b Cremer,88,111,155,7,2,79.27,2970
West Indies,2,Adrian Barath,lbw b Price,7,18,20,1,0,38.88,2970
West Indies,3,David Bernard,st †Taibu b Price,1,8,7,0,0,12.50,2970
West Indies,4,Shivnarine Chanderpaul,lbw b Lamb,10,43,41,0,0,23.25,2970
West Indies,5,Andre Fletcher †,b Cremer,0,8,7,0,0,0.00,2970
West Indies,6,Narsingh Deonarine,not out,65,85,100,6,1,76.47,2970
West Indies,7,Kieron Pollard,c Sibanda b Taylor,7,5,10,0,1,140.00,2970
West Indies,8,Daren Sammy,not out,9,10,17,1,0,90.00,2970
New Zealand,1,Brendon McCullum,b Bollinger,23,25,33,3,0,92.00,2971
New Zealand,2,Peter Ingram,c †Haddin b Harris,5,3,4,1,0,166.66,2971
New Zealand,3,Martin Guptill,c White b Johnson,21,28,44,4,0,75.00,2971
New Zealand,4,Ross Taylor,c Hussey b Watson,62,66,90,4,2,93.93,2971
New Zealand,5,Neil Broom,c Watson b Johnson,24,40,49,2,0,60.00,2971
New Zealand,6,Scott Styris,c Harris b Watson,41,51,79,1,1,80.39,2971
New Zealand,7,Gareth Hopkins †,c Watson b Harris,45,51,73,3,2,88.23,2971
New Zealand,8,Daniel Vettori (c),run out (Ponting),0,2,3,0,0,0.00,2971
New Zealand,9,Shane Bond,c †Haddin b Johnson,11,11,20,0,1,100.00,2971
New Zealand,10,Tim Southee,b Harris,1,2,2,0,0,50.00,2971
New Zealand,11,Michael Mason,not out,2,1,2,0,0,200.00,2971
Australia,1,Shane Watson,run out (†Hopkins),15,22,32,3,0,68.18,2971
Australia,2,Brad Haddin †,st †Hopkins b Vettori,110,121,176,7,5,90.90,2971
Australia,3,Ricky Ponting (c),c Taylor b Mason,69,71,100,9,0,97.18,2971
Australia,4,Michael Hussey,c Ingram b Southee,9,15,15,0,1,60.00,2971
Australia,5,Cameron White,not out,25,36,48,3,0,69.44,2971
Australia,6,Adam Voges,not out,13,20,21,1,0,65.00,2971
West Indies,1,Chris Gayle (c),st †Taibu b Utseya,33,53,54,3,1,62.26,2972
West Indies,2,Adrian Barath,c Maruma b Utseya,35,67,93,2,0,52.23,2972
West Indies,3,Shivnarine Chanderpaul,run out (Utseya),58,76,95,2,1,76.31,2972
West Indies,4,Denesh Ramdin †,c Utseya b Maruma,19,37,54,0,0,51.35,2972
West Indies,5,Narsingh Deonarine,c Chigumbura b Lamb,21,21,23,1,1,100.00,2972
West Indies,6,Dwayne Bravo,c Matsikenyeri b Chigumbura,24,24,32,1,0,100.00,2972
West Indies,7,Kieron Pollard,st †Taibu b Cremer,17,11,15,0,1,154.54,2972
West Indies,8,Daren Sammy,not out,7,5,17,1,0,140.00,2972
West Indies,9,Ravi Rampaul,run out (Maruma/†Taibu/Chigumbura),14,4,6,1,1,350.00,2972
West Indies,10,Nikita Miller,b Chigumbura,0,1,2,0,0,0.00,2972
West Indies,11,Kemar Roach,not out,2,1,2,0,0,200.00,2972
Zimbabwe,1,Vusi Sibanda,b Roach,0,3,2,0,0,0.00,2972
Zimbabwe,2,Hamilton Masakadza,c †Ramdin b Sammy,35,35,56,3,1,100.00,2972
Zimbabwe,3,Brendan Taylor,c & b Sammy,19,34,39,2,0,55.88,2972
Zimbabwe,4,Tatenda Taibu †,c †Ramdin b Sammy,1,5,7,0,0,20.00,2972
Zimbabwe,5,Stuart Matsikenyeri,lbw b Bravo,0,1,2,0,0,0.00,2972
Zimbabwe,6,Greg Lamb,c Gayle b Roach,7,24,38,0,0,29.16,2972
Zimbabwe,7,Elton Chigumbura,lbw b Roach,10,11,29,1,0,90.90,2972
Zimbabwe,8,Timycen Maruma,b Sammy,2,9,2,0,0,22.22,2972
Zimbabwe,9,Graeme Cremer,c Miller b Bravo,6,21,30,0,0,28.57,2972
Zimbabwe,10,Prosper Utseya (c),not out,13,35,44,0,0,37.14,2972
Zimbabwe,11,Ray Price,c Gayle b Miller,4,15,12,0,0,26.66,2972
New Zealand,1,Brendon McCullum,c White b Hauritz,61,75,107,3,4,81.33,2973
New Zealand,2,Martin Guptill,c Ponting b Watson,30,22,34,5,0,136.36,2973
New Zealand,3,Ross Taylor,c Hussey b Hopes,15,37,53,1,0,40.54,2973
New Zealand,4,Shanan Stewart,c Watson b Hauritz,4,9,9,0,0,44.44,2973
New Zealand,5,Scott Styris,c & b Hopes,8,19,30,0,0,42.10,2973
New Zealand,6,Daniel Vettori (c),lbw b Johnson,12,18,27,0,0,66.66,2973
New Zealand,7,Gareth Hopkins †,c †Haddin b Watson,20,32,49,1,0,62.50,2973
New Zealand,8,James Franklin,b Hauritz,10,27,30,0,0,37.03,2973
New Zealand,9,Daryl Tuffey,c & b Harris,34,17,25,1,4,200.00,2973
New Zealand,10,Shane Bond,c Hauritz b Johnson,19,9,15,1,1,211.11,2973
New Zealand,11,Tim Southee,not out,1,2,2,0,0,50.00,2973
Australia,1,Shane Watson,lbw b Vettori,32,41,54,6,0,78.04,2973
