teamInnings,Batting Position,Batsman Name,Dismissal,Runs,Balls,M,4s,6s,Strike Rate,Match id
Bangladesh,6,Sabbir Rahman,b Jadeja,41,44,56,5,1,93.18,3658
Bangladesh,7,Nasir Hossain,c Jadeja b Yadav,34,27,35,3,1,125.92,3658
Bangladesh,8,Mashrafe Mortaza (c),c RG Sharma b MM Sharma,21,18,33,3,0,116.66,3658
Bangladesh,9,Rubel Hossain,c MM Sharma b Kumar,4,5,3,1,0,80.00,3658
Bangladesh,10,Taskin Ahmed,c Kohli b Kumar,2,5,10,0,0,40.00,3658
Bangladesh,11,Mustafizur Rahman,not out,0,0,6,0,0,-,3658
India,1,Rohit Sharma,c Mashrafe Mortaza b Mustafizur Rahman,63,68,100,4,1,92.64,3658
India,2,Shikhar Dhawan,c †Mushfiqur Rahim b Taskin Ahmed,30,38,74,3,0,78.94,3658
India,3,Virat Kohli,c †Mushfiqur Rahim b Taskin Ahmed,1,4,9,0,0,25.00,3658
India,4,Ajinkya Rahane,c Nasir Hossain b Mustafizur Rahman,9,25,27,1,0,36.00,3658
India,5,Suresh Raina,b Mustafizur Rahman,40,40,71,1,2,100.00,3658
India,6,MS Dhoni (c)†,c †Mushfiqur Rahim b Shakib Al Hasan,5,7,13,0,0,71.42,3658
India,7,Ravindra Jadeja,c Soumya Sarkar b Mustafizur Rahman,32,42,56,2,0,76.19,3658
India,8,Ravichandran Ashwin,c †Mushfiqur Rahim b Mustafizur Rahman,0,1,1,0,0,0.00,3658
India,9,Bhuvneshwar Kumar,not out,25,21,38,2,1,119.04,3658
India,10,Mohit Sharma,c †Mushfiqur Rahim b Mashrafe Mortaza,11,19,17,2,0,57.89,3658
India,11,Umesh Yadav,lbw b Shakib Al Hasan,2,11,11,0,0,18.18,3658
New Zealand,1,Martin Guptill,c †Bairstow b Stokes,67,73,126,6,1,91.78,3659
New Zealand,2,Brendon McCullum (c),b Finn,6,4,4,0,1,150.00,3659
New Zealand,3,Kane Williamson,b Stokes,50,65,81,5,0,76.92,3659
New Zealand,4,Ross Taylor,c †Bairstow b Willey,47,63,93,2,0,74.60,3659
New Zealand,5,Mitchell Santner,b Rashid,2,6,10,0,0,33.33,3659
New Zealand,6,Grant Elliott,st †Bairstow b Rashid,35,36,37,4,0,97.22,3659
New Zealand,7,Luke Ronchi †,c Morgan b Willey,2,5,12,0,0,40.00,3659
New Zealand,8,Ben Wheeler,not out,39,28,37,2,3,139.28,3659
New Zealand,9,Tim Southee,b Stokes,18,13,15,2,0,138.46,3659
New Zealand,10,Matt Henry,c Stokes b Finn,12,7,11,1,1,171.42,3659
New Zealand,11,Andrew Mathieson,not out,0,0,2,0,0,-,3659
England,1,Jason Roy,c Guptill b Mathieson,12,20,40,1,0,60.00,3659
England,2,Alex Hales,c Williamson b Santner,1,3,6,0,0,33.33,3659
England,3,Joe Root,st †Ronchi b Santner,4,5,8,1,0,80.00,3659
England,4,Eoin Morgan (c),c Guptill b Santner,0,1,3,0,0,0.00,3659
England,5,Ben Stokes,c McCullum b Wheeler,17,13,12,3,0,130.76,3659
England,6,Jonny Bairstow †,not out,83,60,84,11,0,138.33,3659
England,7,Sam Billings,c Taylor b Henry,41,30,40,4,1,136.66,3659
England,8,David Willey,c Santner b Wheeler,7,9,10,1,0,77.77,3659
England,9,Adil Rashid,not out,12,9,25,2,0,133.33,3659
India,1,Rohit Sharma,c Sabbir Rahman b Mustafizur Rahman,0,2,1,0,0,0.00,3660
India,2,Shikhar Dhawan,c †Litton Das b Nasir Hossain,53,60,88,7,0,88.33,3660
India,3,Virat Kohli,lbw b Nasir Hossain,23,27,57,3,1,85.18,3660
India,4,MS Dhoni (c)†,c Soumya Sarkar b Mustafizur Rahman,47,75,112,3,0,62.66,3660
India,5,Ambati Rayudu,c Nasir Hossain b Rubel Hossain,0,3,5,0,0,0.00,3660
India,6,Suresh Raina,c †Litton Das b Mustafizur Rahman,34,55,57,3,0,61.81,3660
India,7,Ravindra Jadeja,b Mustafizur Rahman,19,26,42,1,0,73.07,3660
India,8,Axar Patel,lbw b Mustafizur Rahman,0,1,1,0,0,0.00,3660
India,9,Ravichandran Ashwin,c †Litton Das b Mustafizur Rahman,4,10,10,0,0,40.00,3660
India,10,Bhuvneshwar Kumar,c †Litton Das b Rubel Hossain,3,10,13,0,0,30.00,3660
India,11,Dhawal Kulkarni,not out,2,2,3,0,0,100.00,3660
Bangladesh,1,Tamim Iqbal,c Dhawan b Kulkarni,13,21,28,3,0,61.90,3660
Bangladesh,2,Soumya Sarkar,lbw b Ashwin,34,47,70,2,1,72.34,3660
Bangladesh,3,Litton Das †,c †Dhoni b Patel,36,41,52,5,0,87.80,3660
Bangladesh,4,Mushfiqur Rahim,run out (Sharma/†Dhoni),31,34,41,3,1,91.17,3660
Bangladesh,5,Shakib Al Hasan,not out,51,62,66,5,0,82.25,3660
Bangladesh,6,Sabbir Rahman,not out,22,23,35,3,0,95.65,3660
India,1,Rohit Sharma,c †Litton Das b Mustafizur Rahman,29,29,34,2,1,100.00,3661
India,2,Shikhar Dhawan,c Nasir Hossain b Mashrafe Mortaza,75,73,118,10,0,102.73,3661
India,3,Virat Kohli,b Shakib Al Hasan,25,35,55,1,0,71.42,3661
India,4,MS Dhoni (c)†,c Mustafizur Rahman b Mashrafe Mortaza,69,77,112,6,1,89.61,3661
India,5,Ambati Rayudu,c †Litton Das b Mashrafe Mortaza,44,49,74,3,0,89.79,3661
India,6,Suresh Raina,b Mustafizur Rahman,38,21,26,3,2,180.95,3661
India,7,Stuart Binny,not out,17,11,24,2,0,154.54,3661
India,8,Axar Patel,not out,10,5,7,0,1,200.00,3661
Bangladesh,1,Tamim Iqbal,lbw b Kulkarni,5,8,9,1,0,62.50,3661
Bangladesh,2,Soumya Sarkar,c Ashwin b Kulkarni,40,34,47,5,2,117.64,3661
Bangladesh,3,Litton Das †,b Patel,34,50,82,3,0,68.00,3661
Bangladesh,4,Mushfiqur Rahim,c †Dhoni b Raina,24,30,35,0,1,80.00,3661
Bangladesh,5,Shakib Al Hasan,c Kulkarni b Raina,20,21,24,2,0,95.23,3661
Bangladesh,6,Sabbir Rahman,b Binny,43,38,44,6,0,113.15,3661
Bangladesh,7,Nasir Hossain,c Rayudu b Ashwin,32,30,57,3,0,106.66,3661
Bangladesh,8,Mashrafe Mortaza (c),b Ashwin,0,9,13,0,0,0.00,3661
Bangladesh,9,Arafat Sunny,not out,14,40,40,1,0,35.00,3661
Bangladesh,10,Rubel Hossain,c Patel b Raina,2,6,12,0,0,33.33,3661
Bangladesh,11,Mustafizur Rahman,lbw b Rayudu,9,17,12,1,0,52.94,3661
India,1,Ajinkya Rahane (c),c Masakadza b Tiripano,34,49,80,5,0,69.38,3662
India,2,Murali Vijay,c Sibanda b Vitori,1,9,14,0,0,11.11,3662
India,3,Ambati Rayudu,not out,124,133,199,12,1,93.23,3662
India,4,Manoj Tiwary,lbw b Chibhabha,2,14,14,0,0,14.28,3662
India,5,Robin Uthappa †,run out (Sikandar Raza),0,3,6,0,0,0.00,3662
India,6,Kedar Jadhav,c †Mutumbami b Chibhabha,5,13,11,1,0,38.46,3662
India,7,Stuart Binny,c †Mutumbami b Tiripano,77,76,92,6,2,101.31,3662
India,8,Axar Patel,not out,2,3,5,0,0,66.66,3662
Zimbabwe,1,Vusi Sibanda,c Harbhajan Singh b Binny,20,35,52,2,1,57.14,3662
Zimbabwe,2,Chamu Chibhabha,c Rahane b Kumar,3,12,18,0,0,25.00,3662
Zimbabwe,3,Hamilton Masakadza,c Tiwary b Patel,34,64,66,4,0,53.12,3662
Zimbabwe,4,Elton Chigumbura (c),not out,104,101,157,8,1,102.97,3662
Zimbabwe,5,Sean Williams,b Patel,0,2,7,0,0,0.00,3662
Zimbabwe,6,Sikandar Raza,c Patel b Harbhajan Singh,37,33,31,5,0,112.12,3662
Zimbabwe,7,Richmond Mutumbami †,c Harbhajan Singh b Binny,7,16,23,1,0,43.75,3662
Zimbabwe,8,Graeme Cremer,c Binny b Kulkarni,27,36,54,2,0,75.00,3662
Zimbabwe,9,Donald Tiripano,not out,1,1,5,0,0,100.00,3662
Bangladesh,1,Tamim Iqbal,b Rabada,0,13,17,0,0,0.00,3663
Bangladesh,2,Soumya Sarkar,c Duminy b Rabada,27,27,37,4,0,100.00,3663
Bangladesh,3,Litton Das,c Behardien b Rabada,0,1,1,0,0,0.00,3663
Bangladesh,4,Mahmudullah,lbw b Rabada,0,1,1,0,0,0.00,3663
Bangladesh,5,Shakib Al Hasan,lbw b Imran Tahir,48,51,93,5,0,94.11,3663
Bangladesh,6,Mushfiqur Rahim †,c Imran Tahir b Duminy,24,38,47,1,0,63.15,3663
Bangladesh,7,Sabbir Rahman,b Morris,5,13,17,0,0,38.46,3663
Bangladesh,8,Nasir Hossain,b Morris,31,44,59,3,1,70.45,3663
Bangladesh,9,Mashrafe Mortaza (c),c †de Kock b Rabada,4,12,16,0,0,33.33,3663
Bangladesh,10,Jubair Hossain,b Rabada,5,9,9,1,0,55.55,3663
Bangladesh,11,Mustafizur Rahman,not out,0,11,20,0,0,0.00,3663
South Africa,1,Quinton de Kock †,c Sabbir Rahman b Nasir Hossain,35,41,59,5,0,85.36,3663
South Africa,2,Hashim Amla (c),c Mahmudullah b Mashrafe Mortaza,14,18,23,2,0,77.77,3663
South Africa,3,Faf du Plessis,not out,63,75,116,7,0,84.00,3663
South Africa,4,Rilee Rossouw,not out,45,53,80,5,1,84.90,3663
Sri Lanka,1,Kusal Perera,c Mohammad Rizwan b Mohammad Hafeez,26,35,41,4,0,74.28,3664
Sri Lanka,2,Tillakaratne Dilshan,b Mohammad Hafeez,38,65,122,2,0,58.46,3664
Sri Lanka,3,Lahiru Thirimanne,c †Sarfaraz Ahmed b Anwar Ali,23,23,35,2,1,100.00,3664
Sri Lanka,4,Upul Tharanga,st †Sarfaraz Ahmed b Mohammad Hafeez,20,27,29,2,0,74.07,3664
Sri Lanka,5,Angelo Mathews (c),c Babar Azam b Yasir Shah,38,54,73,5,0,70.37,3664
Sri Lanka,6,Dinesh Chandimal †,not out,65,68,97,5,1,95.58,3664
Sri Lanka,7,Thisara Perera,c Mohammad Rizwan b Mohammad Hafeez,1,3,5,0,0,33.33,3664
Sri Lanka,8,Milinda Siriwardana,c Mohammad Rizwan b Rahat Ali,22,21,21,2,1,104.76,3664
Sri Lanka,9,Seekkuge Prasanna,c Mohammad Hafeez b Rahat Ali,0,1,2,0,0,0.00,3664
Sri Lanka,10,Lasith Malinga,not out,4,4,3,0,0,100.00,3664
Pakistan,1,Azhar Ali (c),c †Chandimal b Mathews,21,29,40,3,0,72.41,3664
Pakistan,2,Ahmed Shehzad,c †Chandimal b Lakmal,29,39,61,4,0,74.35,3664
Pakistan,3,Mohammad Hafeez,c & b NLTC Perera,103,95,115,10,4,108.42,3664
Pakistan,4,Babar Azam,lbw b Dilshan,25,30,48,3,0,83.33,3664
Pakistan,5,Shoaib Malik,not out,55,45,82,4,2,122.22,3664
Pakistan,6,Mohammad Rizwan,not out,20,34,36,2,0,58.82,3664
India,1,Ajinkya Rahane (c),c Sikandar Raza b Chibhabha,63,83,101,7,0,75.90,3665
India,2,Murali Vijay,c sub (MN Waller) b Madziva,72,95,135,1,2,75.78,3665
India,3,Ambati Rayudu,c sub (MN Waller) b Sikandar Raza,41,50,71,3,0,82.00,3665
India,4,Manoj Tiwary,c Vitori b Tiripano,22,26,41,0,1,84.61,3665
India,5,Robin Uthappa †,b Madziva,13,11,20,1,0,118.18,3665
India,6,Stuart Binny,c Sikandar Raza b Vitori,25,16,32,3,0,156.25,3665
India,7,Kedar Jadhav,c †Mutumbami b Madziva,16,13,19,1,0,123.07,3665
India,8,Harbhajan Singh,not out,5,4,8,0,0,125.00,3665
India,9,Axar Patel,c Sikandar Raza b Madziva,1,2,2,0,0,50.00,3665
India,10,Bhuvneshwar Kumar,not out,0,0,1,0,0,-,3665
Zimbabwe,1,Vusi Sibanda,c Vijay b Kulkarni,2,13,20,0,0,15.38,3665
Zimbabwe,2,Chamu Chibhabha,run out (Rahane),72,100,128,9,0,72.00,3665
Zimbabwe,3,Hamilton Masakadza,c †Uthappa b Kumar,5,11,15,1,0,45.45,3665
Zimbabwe,4,Elton Chigumbura (c),c Rahane b Kumar,9,6,10,2,0,150.00,3665
Zimbabwe,5,Sean Williams,b Patel,20,37,57,1,0,54.05,3665
Zimbabwe,6,Sikandar Raza,c †Uthappa b Harbhajan Singh,18,22,26,0,1,81.81,3665
Zimbabwe,7,Richmond Mutumbami †,c Patel b Binny,32,41,57,3,0,78.04,3665
Zimbabwe,8,Graeme Cremer,c Rahane b Kumar,27,42,65,2,0,64.28,3665
Zimbabwe,9,Neville Madziva,run out (Rahane),0,0,3,0,0,-,3665
Zimbabwe,10,Donald Tiripano,c Patel b Kumar,6,13,20,1,0,46.15,3665
Zimbabwe,11,Brian Vitori,not out,8,9,11,1,0,88.88,3665
South Africa,1,Hashim Amla (c),b Rubel Hossain,22,37,56,3,0,59.45,3666
South Africa,2,Quinton de Kock †,c Sabbir Rahman b Mustafizur Rahman,2,9,18,0,0,22.22,3666
South Africa,3,Faf du Plessis,c Soumya Sarkar b Nasir Hossain,41,64,102,3,0,64.06,3666
South Africa,4,Rilee Rossouw,b Nasir Hossain,4,24,25,0,0,16.66,3666
South Africa,5,David Miller,c Mashrafe Mortaza b Mahmudullah,9,24,18,0,0,37.50,3666
South Africa,6,Jean-Paul Duminy,c Sabbir Rahman b Mustafizur Rahman,13,21,39,1,0,61.90,3666
South Africa,7,Farhaan Behardien,c Nasir Hossain b Mashrafe Mortaza,36,44,84,2,1,81.81,3666
South Africa,8,Chris Morris,lbw b Rubel Hossain,12,13,18,3,0,92.30,3666
South Africa,9,Kagiso Rabada,b Mustafizur Rahman,10,25,22,1,0,40.00,3666
South Africa,10,Kyle Abbott,lbw b Nasir Hossain,5,11,17,1,0,45.45,3666
South Africa,11,Imran Tahir,not out,1,4,4,0,0,25.00,3666
Bangladesh,1,Tamim Iqbal,b Rabada,5,7,5,1,0,71.42,3666
Bangladesh,2,Soumya Sarkar,not out,88,79,126,13,1,111.39,3666
Bangladesh,3,Litton Das,b Rabada,17,14,15,2,1,121.42,3666
Bangladesh,4,Mahmudullah,c Amla b Abbott,50,64,98,6,0,78.12,3666
Bangladesh,5,Shakib Al Hasan,not out,0,4,5,0,0,0.00,3666
India,1,Ajinkya Rahane (c),c Utseya b Madziva,15,22,28,1,0,68.18,3667
India,2,Murali Vijay,c †Mutumbami b Madziva,13,21,37,2,0,61.90,3667
India,3,Robin Uthappa †,c Chigumbura b Masakadza,31,44,68,3,0,70.45,3667
India,4,Manoj Tiwary,c & b Utseya,10,33,47,0,0,30.30,3667
India,5,Manish Pandey,c Sikandar Raza b Chibhabha,71,86,104,4,1,82.55,3667
India,6,Kedar Jadhav,not out,105,87,110,12,1,120.68,3667
India,7,Stuart Binny,not out,18,8,15,2,1,225.00,3667
Zimbabwe,1,Hamilton Masakadza,lbw b Sharma,7,24,23,1,0,29.16,3667
Zimbabwe,2,Chamu Chibhabha,c Jadhav b Binny,82,109,155,7,0,75.22,3667
Zimbabwe,3,Regis Chakabva,b Patel,27,43,69,3,0,62.79,3667
Zimbabwe,4,Elton Chigumbura (c),lbw b Vijay,10,14,10,2,0,71.42,3667
Zimbabwe,5,Richmond Mutumbami †,lbw b Binny,22,24,45,3,0,91.66,3667
Zimbabwe,6,Sikandar Raza,b Harbhajan Singh,13,10,15,2,0,130.00,3667
Zimbabwe,7,Malcolm Waller,c Rahane b Binny,5,8,17,0,0,62.50,3667
Zimbabwe,8,Graeme Cremer,c Rahane b Harbhajan Singh,0,1,1,0,0,0.00,3667
Zimbabwe,9,Prosper Utseya,c †Uthappa b Sharma,0,2,9,0,0,0.00,3667
Zimbabwe,10,Donald Tiripano,not out,13,13,18,2,0,100.00,3667
Zimbabwe,11,Neville Madziva,st †Uthappa b Patel,3,9,15,0,0,33.33,3667
South Africa,1,Quinton de Kock †,b Mustafizur Rahman,7,8,11,1,0,87.50,3668
South Africa,2,Hashim Amla (c),c †Mushfiqur Rahim b Shakib Al Hasan,15,35,62,2,0,42.85,3668
South Africa,3,Faf du Plessis,c †Mushfiqur Rahim b Shakib Al Hasan,6,17,22,0,0,35.29,3668
South Africa,4,Rilee Rossouw,c †Mushfiqur Rahim b Mahmudullah,17,27,37,2,0,62.96,3668
South Africa,5,David Miller,c Sabbir Rahman b Mashrafe Mortaza,44,51,57,5,0,86.27,3668
South Africa,6,Jean-Paul Duminy,c Litton Das b Rubel Hossain,51,70,99,3,0,72.85,3668
South Africa,7,Farhaan Behardien,c Sabbir Rahman b Shakib Al Hasan,12,16,24,1,0,75.00,3668
South Africa,8,Kagiso Rabada,b Mustafizur Rahman,1,5,7,0,0,20.00,3668
South Africa,9,Kyle Abbott,b Rubel Hossain,5,10,13,0,0,50.00,3668
South Africa,10,Morne Morkel,not out,1,3,4,0,0,33.33,3668
Bangladesh,1,Tamim Iqbal,not out,61,77,114,7,0,79.22,3668
Bangladesh,2,Soumya Sarkar,c Amla b Imran Tahir,90,75,107,13,1,120.00,3668
Bangladesh,3,Litton Das,not out,5,5,6,1,0,100.00,3668
Pakistan,1,Azhar Ali (c),c Siriwardana b Dilshan,79,104,160,6,0,75.96,3669
Pakistan,2,Ahmed Shehzad,b Pathirana,30,43,54,4,0,69.76,3669
Pakistan,3,Mohammad Hafeez,c Mathews b Pathirana,9,15,17,0,1,60.00,3669
Pakistan,4,Babar Azam,b Siriwardana,12,19,23,1,0,63.15,3669
Pakistan,5,Shoaib Malik,b Mathews,51,51,51,2,3,100.00,3669
Pakistan,6,Mohammad Rizwan,lbw b Pradeep,52,38,56,5,1,136.84,3669
Pakistan,7,Sarfaraz Ahmed †,lbw b Malinga,7,9,11,0,0,77.77,3669
Pakistan,8,Anwar Ali,not out,29,20,42,2,1,145.00,3669
Pakistan,9,Yasir Shah,c Siriwardana b Malinga,1,2,3,0,0,50.00,3669
Pakistan,10,Rahat Ali,not out,0,0,5,0,0,-,3669
Sri Lanka,1,Kusal Perera,c Yasir Shah b Mohammad Irfan,68,25,40,13,2,272.00,3669
Sri Lanka,2,Tillakaratne Dilshan,b Rahat Ali,47,63,102,3,0,74.60,3669
Sri Lanka,3,Upul Tharanga,b Rahat Ali,28,36,44,3,0,77.77,3669
Sri Lanka,4,Angelo Mathews (c),run out (Babar Azam/†Sarfaraz Ahmed),8,11,23,0,0,72.72,3669
Sri Lanka,5,Lahiru Thirimanne,c Anwar Ali b Rahat Ali,4,8,11,0,0,50.00,3669
Sri Lanka,6,Dinesh Chandimal †,not out,48,63,120,3,0,76.19,3669
Sri Lanka,7,Milinda Siriwardana,lbw b Mohammad Hafeez,26,28,33,3,0,92.85,3669
Sri Lanka,8,Sachith Pathirana,st †Sarfaraz Ahmed b Mohammad Hafeez,33,28,37,4,1,117.85,3669
Sri Lanka,9,Thisara Perera,c Shoaib Malik b Anwar Ali,15,22,34,0,0,68.18,3669
Sri Lanka,10,Lasith Malinga,not out,2,5,8,0,0,40.00,3669
Pakistan,1,Ahmed Shehzad,c Pathirana b Malinga,44,54,77,4,0,81.48,3670
Pakistan,2,Azhar Ali (c),run out (Tharanga/NLTC Perera),49,59,107,4,0,83.05,3670
Pakistan,3,Mohammad Hafeez,c MDKJ Perera b Pathirana,54,64,87,4,0,84.37,3670
Pakistan,4,Sarfaraz Ahmed †,run out (NLTC Perera),77,74,93,7,0,104.05,3670
Pakistan,5,Shoaib Malik,not out,42,29,63,5,0,144.82,3670
Pakistan,6,Mohammad Rizwan,not out,35,22,27,2,1,159.09,3670
Sri Lanka,1,Kusal Perera,c †Sarfaraz Ahmed b Anwar Ali,20,18,38,3,0,111.11,3670
Sri Lanka,2,Tillakaratne Dilshan,c Azhar Ali b Anwar Ali,14,21,27,1,0,66.66,3670
Sri Lanka,3,Lahiru Thirimanne,c †Sarfaraz Ahmed b Rahat Ali,56,67,101,4,0,83.58,3670
Sri Lanka,4,Upul Tharanga,st †Sarfaraz Ahmed b Yasir Shah,16,21,34,2,0,76.19,3670
Sri Lanka,5,Angelo Mathews (c),c Shoaib Malik b Yasir Shah,4,13,17,0,0,30.76,3670
Sri Lanka,6,Dinesh Chandimal †,b Imad Wasim,18,30,24,0,0,60.00,3670
Sri Lanka,7,Thisara Perera,c Anwar Ali b Yasir Shah,12,33,51,0,0,36.36,3670
Sri Lanka,8,Milinda Siriwardana,run out (Shoaib Malik/†Sarfaraz Ahmed),2,3,3,0,0,66.66,3670
Sri Lanka,9,Sachith Pathirana,c Anwar Ali b Yasir Shah,19,31,39,0,1,61.29,3670
Sri Lanka,10,Lasith Malinga,b Imad Wasim,6,8,13,0,0,75.00,3670
Sri Lanka,11,Nuwan Pradeep,not out,3,3,8,0,0,100.00,3670
Sri Lanka,1,Kusal Perera,c Imad Wasim b Mohammad Irfan,0,2,2,0,0,0.00,3671
Sri Lanka,2,Tillakaratne Dilshan,b Imad Wasim,50,59,102,3,0,84.74,3671
Sri Lanka,3,Lahiru Thirimanne,c Ahmed Shehzad b Yasir Shah,90,126,180,5,0,71.42,3671
Sri Lanka,4,Angelo Mathews (c),c Yasir Shah b Rahat Ali,12,23,31,0,0,52.17,3671
Sri Lanka,5,Dinesh Chandimal †,c Yasir Shah b Mohammad Irfan,20,21,24,1,0,95.23,3671
Sri Lanka,6,Ashan Priyanjan,c Mohammad Hafeez b Anwar Ali,18,28,47,0,0,64.28,3671
Sri Lanka,7,Milinda Siriwardana,c Mohammad Rizwan b Anwar Ali,19,11,15,2,1,172.72,3671
Sri Lanka,8,Sachith Pathirana,run out (Anwar Ali),14,13,22,1,0,107.69,3671
Sri Lanka,9,Lasith Malinga,c Mohammad Rizwan b Mohammad Irfan,17,13,20,2,1,130.76,3671
Sri Lanka,10,Suranga Lakmal,not out,1,3,10,0,0,33.33,3671
Sri Lanka,11,Nuwan Pradeep,not out,0,2,3,0,0,0.00,3671
Pakistan,1,Azhar Ali (c),c sub (SMSM Senanayake) b Malinga,33,28,52,4,0,117.85,3671
Pakistan,2,Ahmed Shehzad,c Perera b Lakmal,95,90,145,12,1,105.55,3671
Pakistan,3,Mohammad Hafeez,c †Chandimal b Siriwardana,70,88,114,8,1,79.54,3671
Pakistan,4,Sarfaraz Ahmed †,not out,17,23,35,1,0,73.91,3671
Pakistan,5,Shoaib Malik,not out,29,16,15,0,4,181.25,3671
Sri Lanka,1,Kusal Perera,run out (Anwar Ali/Mohammad Irfan),116,109,157,9,4,106.42,3672
Sri Lanka,2,Tillakaratne Dilshan,run out (Ahmed Shehzad),62,70,111,6,0,88.57,3672
Sri Lanka,3,Lahiru Thirimanne,c Mohammad Rizwan b Rahat Ali,30,30,57,2,0,100.00,3672
Sri Lanka,4,Dinesh Chandimal †,c †Sarfaraz Ahmed b Rahat Ali,29,25,34,3,1,116.00,3672
Sri Lanka,5,Angelo Mathews (c),not out,70,40,67,8,2,175.00,3672
Sri Lanka,6,Milinda Siriwardana,not out,52,26,44,4,3,200.00,3672
Pakistan,1,Azhar Ali (c),run out (Mathews),35,42,57,5,0,83.33,3672
Pakistan,2,Ahmed Shehzad,st †Chandimal b Senanayake,18,23,43,2,0,78.26,3672
Pakistan,3,Mohammad Hafeez,lbw b Mathews,37,37,46,5,1,100.00,3672
Pakistan,4,Sarfaraz Ahmed †,run out (Lakmal),27,24,38,3,0,112.50,3672
Pakistan,5,Shoaib Malik,c Thirimanne b NLTC Perera,11,10,21,1,0,110.00,3672
Pakistan,6,Mohammad Rizwan,c †Chandimal b NLTC Perera,29,34,50,4,0,85.29,3672
Pakistan,7,Imad Wasim,c & b Senanayake,15,17,23,2,0,88.23,3672
Pakistan,8,Anwar Ali,c NLTC Perera b Gamage,11,14,26,2,0,78.57,3672
Pakistan,9,Yasir Shah,c NLTC Perera b Senanayake,9,13,11,1,0,69.23,3672
Pakistan,10,Rahat Ali,c Senanayake b Siriwardana,0,7,11,0,0,0.00,3672
Pakistan,11,Mohammad Irfan,not out,4,7,7,1,0,57.14,3672
New Zealand,1,Martin Guptill,c Masakadza b Panyangara,11,17,16,2,0,64.70,3673
New Zealand,2,Tom Latham,b Chibhabha,14,19,37,3,0,73.68,3673
New Zealand,3,Kane Williamson (c),b Panyangara,97,102,124,11,1,95.09,3673
New Zealand,4,Ross Taylor,not out,112,122,168,6,3,91.80,3673
New Zealand,5,Grant Elliott,run out (Williams/†Chakabva),43,32,43,3,1,134.37,3673
New Zealand,6,James Neesham,not out,14,9,23,1,0,155.55,3673
Zimbabwe,1,Hamilton Masakadza,c †Ronchi b McCullum,84,99,135,10,0,84.84,3673
Zimbabwe,2,Chamu Chibhabha,b McCullum,42,48,56,5,0,87.50,3673
Zimbabwe,3,Craig Ervine,not out,130,108,150,11,5,120.37,3673
Zimbabwe,4,Elton Chigumbura (c),c Guptill b McCullum,26,31,45,1,1,83.87,3673
Zimbabwe,5,Sean Williams,not out,7,9,27,0,0,77.77,3673
Zimbabwe,1,Hamilton Masakadza,c Latham b McClenaghan,0,13,12,0,0,0.00,3674
Zimbabwe,2,Chamu Chibhabha,st †Ronchi b Sodhi,42,44,81,6,0,95.45,3674
Zimbabwe,3,Craig Ervine,b Elliott,12,27,35,2,0,44.44,3674
Zimbabwe,4,Regis Chakabva †,lbw b Sodhi,2,6,11,0,0,33.33,3674
Zimbabwe,5,Elton Chigumbura (c),c Taylor b Elliott,5,7,5,1,0,71.42,3674
Zimbabwe,6,Sean Williams,run out (Guptill),26,45,64,0,0,57.77,3674
Zimbabwe,7,Sikandar Raza,not out,100,95,125,5,4,105.26,3674
Zimbabwe,8,Graeme Cremer,c McCullum b Sodhi,5,19,14,0,0,26.31,3674
Zimbabwe,9,Prosper Utseya,c †Ronchi b McCullum,0,6,5,0,0,0.00,3674
Zimbabwe,10,Tinashe Panyangara,run out (Elliott/†Ronchi),33,39,54,4,0,84.61,3674
New Zealand,1,Martin Guptill,not out,116,138,169,11,1,84.05,3674
New Zealand,2,Tom Latham,not out,110,116,169,7,2,94.82,3674
New Zealand,1,Martin Guptill,c Masakadza b Cremer,42,50,87,6,0,84.00,3675
New Zealand,2,Tom Latham,c Cremer b Nyumbu,16,29,41,2,0,55.17,3675
New Zealand,3,Kane Williamson (c),c Ervine b Nyumbu,90,109,126,8,1,82.56,3675
New Zealand,4,Colin Munro,b Cremer,9,14,20,0,0,64.28,3675
New Zealand,5,Grant Elliott,c Chigumbura b Cremer,36,38,53,3,1,94.73,3675
New Zealand,6,James Neesham,not out,37,31,47,2,1,119.35,3675
New Zealand,7,Luke Ronchi †,c Madziva b Williams,7,15,18,1,0,46.66,3675
New Zealand,8,Nathan McCullum,not out,25,16,21,0,1,156.25,3675
Zimbabwe,1,Hamilton Masakadza,c Wheeler b Williamson,57,71,94,7,2,80.28,3675
Zimbabwe,2,Chamu Chibhabha,b McClenaghan,32,65,85,3,0,49.23,3675
Zimbabwe,3,Craig Ervine,run out (Wheeler),32,32,43,3,1,100.00,3675
Zimbabwe,4,Elton Chigumbura (c),c Guptill b Sodhi,3,7,10,0,0,42.85,3675
Zimbabwe,5,Sean Williams,c Guptill b Neesham,63,62,85,5,1,101.61,3675
Zimbabwe,6,Sikandar Raza,c Neesham b Sodhi,5,11,16,0,0,45.45,3675
Zimbabwe,7,Regis Chakabva †,c & b McCullum,3,4,4,0,0,75.00,3675
Zimbabwe,8,Graeme Cremer,run out (Wheeler),14,23,31,0,0,60.86,3675
Zimbabwe,9,Neville Madziva,c Neesham b McClenaghan,2,3,18,0,0,66.66,3675
Zimbabwe,10,Tinashe Panyangara,b McClenaghan,7,7,6,0,1,100.00,3675
Zimbabwe,11,John Nyumbu,not out,1,1,2,0,0,100.00,3675
